is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,arrival_month,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,meal_Undefined,deposit_type_Non Refund,deposit_type_Refundable,reserverd/assigned,customer_type_Group,customer_type_Transient-Party,stays_nights
1,14.407975147079148,42.0,13,2,0,0,0,0,0,1,0,19.44832844190907,0,1,10,0,0,0,0,0,0,0,1,0,1,3
1,10.898496320882732,18.0,28,2,0,0,0,1,0,0,46,28.313162730136003,0,0,4,0,0,0,0,0,1,0,1,0,1,3
0,11.001402793508056,13.0,23,3,0,0,0,0,0,0,0,20.670836673168235,0,3,3,0,0,0,0,0,0,0,1,0,1,2
0,2.573793339064902,32.0,5,2,0,0,0,0,0,0,0,15.006127380848138,0,0,8,0,0,0,0,0,0,0,1,0,1,3
1,6.9104587321149324,36.0,3,2,0,0,0,0,0,0,0,18.727473180674448,0,0,9,0,0,0,0,0,0,0,1,0,1,4
1,4.87325502833731,30.0,20,1,0,0,0,0,0,2,0,36.55812438426216,0,2,7,1,0,0,0,0,0,0,1,0,1,1
1,9.613359519495031,19.0,1,2,0,0,0,0,0,0,0,25.62118587064889,0,1,5,1,0,0,0,0,0,0,1,0,1,4
0,1.687801686107574,33.0,7,2,0,0,0,0,0,0,0,24.843754764068088,0,1,8,1,0,0,0,0,0,0,1,0,1,2
0,4.1594865588032786,6.0,6,1,0,0,0,0,0,0,0,41.04526623180605,0,0,2,0,0,0,0,0,0,0,1,0,1,2
0,8.224694864172024,27.0,5,2,0,0,0,0,0,0,0,23.93249524277029,0,1,7,1,0,0,0,0,0,0,1,0,1,3
0,10.409835540282382,26.0,19,2,0,0,0,0,0,0,0,31.551670795756763,0,1,6,0,0,0,1,0,0,0,1,0,1,4
1,7.367361831774401,31.0,5,2,0,0,0,0,0,0,0,22.679187336019165,0,1,8,1,0,0,0,0,0,0,1,0,1,1
0,4.536887222459555,34.0,14,2,0,0,0,0,0,1,0,18.60864455473731,0,1,8,0,0,0,0,0,0,0,1,0,1,4
0,1.687801686107574,35.0,25,2,0,0,0,0,0,3,0,11.953609114207554,0,0,8,0,0,0,0,0,0,0,1,0,1,5
1,5.079406488266393,16.0,12,2,0,0,0,0,0,0,0,29.97727477105224,0,1,4,0,0,0,1,0,0,0,1,0,1,3
0,11.763325650023264,35.0,27,2,0,0,0,0,0,0,0,26.611130430308943,0,2,8,1,0,0,0,0,0,0,0,0,1,3
0,2.0248233678056304,33.0,9,2,0,0,0,0,0,1,0,25.912534014081384,0,1,8,0,0,0,1,0,0,0,1,0,1,5
1,8.977720514103645,15.0,6,2,0,0,0,0,0,0,0,10.49338443040402,0,0,4,0,0,0,1,0,0,0,1,0,1,4
0,6.324864661354991,43.0,20,2,0,0,1,0,1,0,0,17.39356723512761,1,1,10,0,0,0,0,0,0,0,0,1,0,1
0,12.0250119016119,47.0,16,1,0,0,0,0,0,0,0,22.335704798366606,0,0,11,0,0,0,0,0,0,0,1,0,1,2
1,8.288269153183975,38.0,19,2,0,0,0,3,0,0,0,45.573135447658835,0,0,9,1,0,1,0,0,0,0,1,0,1,2
0,5.797226251319972,17.0,23,2,0,0,0,0,0,0,0,35.34619099309955,0,0,4,0,0,0,1,0,0,0,1,0,1,6
0,7.087841601766055,53.0,29,2,0,0,0,0,0,2,0,28.25460150681995,0,0,12,1,0,0,0,0,0,0,0,0,1,6
1,9.776397008409651,26.0,29,2,2,0,0,0,0,0,0,37.653554237930045,0,1,6,0,0,0,0,0,0,0,1,0,1,3
1,14.4664788265549,28.0,7,2,0,0,0,0,0,0,0,21.44581327350494,0,0,7,1,0,0,0,0,0,0,1,0,1,3
0,4.416220364504813,46.0,6,1,0,0,0,0,0,0,0,33.40446541573376,0,1,11,0,0,0,0,0,0,0,1,0,1,5
0,7.257814697149964,22.0,23,2,0,0,0,0,0,0,0,30.91989115116681,0,2,5,0,0,0,1,0,0,0,1,0,1,1
0,9.305818735561916,34.0,26,2,0,0,0,0,0,0,0,19.44832844190907,0,1,8,0,0,0,0,0,0,0,1,0,1,4
0,12.785652753601966,42.0,13,2,0,0,0,0,0,1,0,13.01417767586927,0,2,10,0,0,0,0,0,0,0,1,0,1,3
0,7.729769037930299,20.0,17,2,0,0,0,0,0,2,0,25.85441588287953,0,0,5,1,0,0,0,0,0,0,1,0,1,5
1,8.064057789223504,35.0,22,2,0,0,0,0,0,0,0,25.27974113256049,0,0,8,0,0,0,1,0,0,0,1,0,1,4
0,4.87325502833731,27.0,2,2,1,0,0,0,0,0,0,29.47006118657013,0,0,7,0,0,0,0,0,0,0,1,0,1,3
1,4.416220364504813,34.0,21,2,0,0,0,0,0,0,0,17.96461271296924,0,0,8,0,0,0,0,0,0,0,1,0,1,6
0,11.960669747355446,11.0,11,2,0,0,0,0,0,0,0,27.91017647856284,0,1,3,1,0,1,0,0,0,0,1,0,1,4
0,12.003641940874516,15.0,5,1,0,0,1,0,2,0,0,44.35510815298775,0,1,4,1,0,0,0,0,0,0,0,0,1,1
1,7.257814697149964,4.0,28,2,0,0,0,0,0,0,0,31.06269277925697,0,1,1,1,0,0,0,0,0,0,1,0,1,1
0,9.47901682201956,29.0,17,2,2,0,0,0,0,0,0,32.63993499796056,0,0,7,0,0,0,0,0,0,0,1,0,1,5
0,8.785274050665361,35.0,26,2,0,0,0,0,0,0,0,20.064860176133376,0,1,8,0,0,0,0,0,0,0,1,0,1,2
0,7.087841601766055,45.0,1,2,0,0,0,0,0,0,0,32.331186212990616,0,0,11,1,0,0,0,0,0,0,1,0,1,1
0,5.545178817378548,39.0,20,2,0,0,0,0,0,0,0,25.73618617003546,0,0,9,0,0,0,0,0,0,0,1,0,1,1
0,7.421074665108145,21.0,19,3,0,0,0,0,0,0,0,23.93249524277029,0,2,5,0,0,0,0,0,0,0,1,0,1,1
0,11.226219972156187,43.0,18,2,0,0,0,0,0,0,0,24.879804028259947,0,0,10,0,0,0,0,0,0,0,1,0,1,1
0,13.857429758698885,42.0,10,1,0,0,0,0,0,0,0,26.870384409760785,0,1,10,0,0,0,0,0,0,0,1,0,1,0
0,6.787688761265499,16.0,14,2,0,0,0,0,0,0,0,30.91989115116681,1,1,4,1,0,0,0,0,0,0,0,0,1,3
0,2.806139968212389,6.0,3,2,0,0,0,0,0,0,0,22.2397570789483,0,0,2,0,0,0,0,0,0,0,0,0,1,4
1,11.026833829246652,40.0,30,2,0,0,0,0,0,0,0,15.631783698549995,0,0,9,1,0,0,0,0,0,0,1,0,1,9
0,12.594477788057292,38.0,14,2,0,1,0,0,0,0,0,23.141985163639244,0,1,9,1,0,0,0,0,0,0,0,0,1,3
0,12.49662319756998,15.0,15,2,0,0,0,0,0,0,0,24.843754764068088,0,1,4,0,0,0,0,0,0,0,1,0,1,1
1,6.6609864750128445,27.0,26,2,0,0,0,0,0,0,0,37.80488337820967,0,0,6,0,0,0,1,0,0,0,1,0,1,2
0,2.315973353614054,43.0,19,2,0,0,0,0,0,0,0,36.798259502338716,0,0,10,0,0,0,0,0,0,0,1,0,1,3
1,12.109732757070363,15.0,4,2,0,0,0,0,0,0,0,29.957858992661134,0,0,4,0,0,0,0,0,0,0,1,0,1,5
1,11.673437361962446,29.0,16,1,0,0,0,0,0,0,0,23.899320085043936,0,1,7,0,0,0,1,0,0,0,1,0,1,2
0,6.4628627174982025,26.0,1,2,0,0,0,0,0,0,0,26.749579797683843,0,1,7,1,0,0,0,0,0,0,1,0,1,3
1,2.806139968212389,28.0,7,2,0,0,0,0,0,0,0,30.8881053285614,0,0,7,0,0,0,1,0,0,0,1,0,1,3
1,10.46636641575196,31.0,1,2,0,0,0,1,0,0,0,34.29367428540906,0,1,8,1,0,0,0,0,0,0,1,0,1,7
0,6.9104587321149324,43.0,18,2,0,0,0,0,0,0,0,42.959931505893344,0,0,10,1,0,1,0,0,0,0,1,0,1,1
0,5.4569684750582885,43.0,22,2,0,1,0,0,0,0,0,26.472263982394093,0,2,10,1,0,0,0,0,0,0,1,0,1,7
1,15.341386055298424,30.0,26,2,0,0,0,0,0,1,0,19.44832844190907,0,0,7,0,0,0,0,0,0,0,1,0,1,3
0,14.393270878606925,41.0,5,3,0,0,0,0,0,0,0,26.870384409760785,0,0,10,0,0,0,0,0,0,0,0,0,1,2
1,1.282752385709444,43.0,16,2,0,0,0,0,0,0,0,20.2679927385683,0,0,10,0,0,0,0,0,1,0,1,0,1,1
1,6.03268334781887,20.0,12,2,0,0,0,1,0,0,0,20.064860176133376,0,0,5,1,0,1,0,0,0,0,1,0,1,2
0,12.088665110123344,13.0,28,2,0,0,0,0,0,0,0,21.610225303461636,0,0,3,0,0,0,1,0,0,0,1,0,1,5
0,13.291884046218632,29.0,21,2,0,0,0,0,0,0,0,29.17512139568544,0,0,7,0,0,0,0,0,0,0,0,0,1,3
0,11.627966913977408,32.0,8,2,0,0,0,0,0,0,0,33.02349179982895,0,0,8,0,0,0,0,0,0,0,1,0,1,3
0,12.397179498897572,18.0,6,2,0,0,0,0,0,0,0,23.000878754088127,0,1,5,0,0,0,0,0,0,0,1,0,1,3
1,12.785652753601966,25.0,21,3,0,0,0,0,0,0,0,32.885712258996634,0,2,6,0,0,1,0,0,0,0,1,0,1,3
0,8.201265949016065,16.0,20,2,0,0,0,0,0,0,0,35.492957260505236,0,1,4,0,0,0,0,0,0,0,1,0,1,3
0,10.659665927567264,13.0,26,2,0,0,0,0,0,0,0,19.44832844190907,0,0,3,0,0,0,0,0,0,0,1,0,1,7
0,12.690802398222448,9.0,26,2,0,0,1,0,1,1,0,22.052941017017684,0,2,2,1,0,0,0,0,0,0,0,0,1,2
1,5.079406488266393,33.0,12,2,0,0,0,1,0,0,0,44.89957305138672,0,0,8,0,0,0,0,0,1,0,1,0,1,2
0,8.706047849989575,51.0,18,1,0,0,0,0,0,0,0,17.494967924595564,0,0,12,0,0,0,0,0,0,0,1,0,1,1
0,6.324864661354991,33.0,15,1,0,0,0,0,0,0,0,22.43141772960597,0,0,8,1,0,0,0,0,0,0,1,0,0,7
0,10.265823379327504,23.0,4,2,0,0,0,0,0,0,0,33.02349179982895,0,0,6,1,0,1,0,0,0,0,1,0,0,10
1,8.625458708615284,18.0,1,2,0,0,0,0,0,0,0,23.357397279292748,0,0,5,0,0,0,0,0,1,0,1,0,1,4
0,4.653034704465258,47.0,13,2,0,0,0,0,0,0,0,20.870593712362076,0,2,11,0,0,0,0,0,0,0,1,0,1,5
1,10.236544575851982,23.0,9,2,0,0,0,0,0,0,0,49.12356348683355,0,0,6,0,0,0,0,0,1,0,1,0,1,3
0,3.8783144631827824,48.0,26,2,0,0,0,0,0,0,0,28.48009538722673,0,1,11,0,0,0,0,0,0,0,0,0,1,1
0,16.109742887602103,21.0,24,2,0,0,0,0,0,0,0,20.469977159880273,0,0,5,0,0,1,0,0,0,0,1,0,1,2
0,14.538915058704212,49.0,5,2,2,0,0,0,0,0,0,29.14224356881422,0,0,12,0,0,0,0,0,0,0,1,0,1,3
1,5.079406488266393,35.0,27,2,0,0,0,0,0,0,0,0.0,0,1,8,1,0,0,0,0,0,0,1,0,1,7
1,11.299204785720889,13.0,26,2,0,0,0,0,0,0,0,36.0765072894795,0,0,3,0,0,0,0,0,1,0,1,0,1,3
0,6.253934127298853,45.0,30,2,0,0,0,0,0,0,0,23.422731835845592,0,1,10,1,0,0,0,0,0,0,1,0,1,5
0,1.687801686107574,53.0,30,3,1,0,0,0,0,0,0,32.02070828918164,0,0,12,1,0,0,0,0,0,0,1,0,1,2
0,13.530718322952135,16.0,15,2,0,0,0,0,0,0,0,22.172452849831277,0,0,4,1,0,1,0,0,0,0,1,0,0,7
1,9.410463408782904,27.0,27,2,0,0,0,0,0,2,0,40.21117107380341,0,0,6,0,0,0,0,0,0,0,1,0,1,1
0,8.374922313258956,19.0,7,2,0,0,0,0,0,0,0,35.15780776207006,1,1,5,1,0,0,0,0,0,0,1,0,1,2
0,8.785274050665361,32.0,9,2,0,0,0,0,0,0,0,46.291024229341964,0,2,8,1,0,1,0,0,0,0,1,0,1,3
0,10.659665927567264,11.0,17,2,0,0,0,0,0,0,0,27.537791190361066,0,2,3,0,0,0,1,0,0,0,1,0,1,5
1,4.653034704465258,6.0,1,1,0,0,1,0,1,0,0,20.870593712362076,0,0,2,1,0,0,0,0,0,0,0,0,1,1
0,8.625458708615284,22.0,31,2,0,0,0,0,0,0,0,29.957858992661134,0,1,5,0,0,0,0,0,0,0,1,0,1,3
1,1.282752385709444,12.0,14,2,0,0,0,0,0,0,0,34.259263762014726,0,0,3,1,0,0,0,0,0,0,1,0,1,8
0,1.282752385709444,44.0,31,2,0,0,0,0,0,0,0,15.71602244191845,0,1,10,1,0,0,0,0,0,0,0,0,1,1
1,3.3959627154590866,41.0,7,2,0,0,0,1,0,0,0,21.331870631642087,0,0,10,0,0,0,0,0,1,0,1,0,1,2
1,3.018292010581023,19.0,5,2,0,0,0,1,0,0,0,23.692299904349326,0,1,5,0,0,0,0,0,0,0,1,0,1,3
0,6.181637436713055,2.0,9,2,0,0,1,0,1,0,0,23.000878754088127,0,4,1,1,0,0,0,0,0,0,0,1,0,3
0,14.030478552610914,44.0,29,3,0,0,0,0,0,0,0,26.59379502694545,0,2,10,0,0,0,0,0,0,0,1,0,1,3
1,9.903165995034753,37.0,8,2,0,0,0,0,0,0,41,29.957858992661134,0,0,9,0,0,0,0,0,1,0,1,0,1,1
0,13.412402944423821,34.0,17,2,0,0,0,0,0,0,0,19.44832844190907,0,3,8,0,0,0,0,0,0,0,1,0,0,4
1,13.115691479115052,23.0,8,2,0,0,0,0,0,0,0,23.000878754088127,0,0,6,0,0,0,0,0,1,0,1,0,1,2
1,2.0248233678056304,19.0,9,2,0,0,0,0,0,0,0,25.411652343345942,0,0,5,0,0,0,0,0,1,0,1,0,1,1
0,11.34734422594785,27.0,1,2,0,0,0,0,0,0,0,39.70387249403505,0,0,7,0,0,1,0,0,0,0,1,0,1,2
0,11.371261927996736,11.0,14,1,0,0,0,0,0,1,0,21.512447201211177,0,0,3,0,0,0,0,0,0,0,1,0,1,5
0,9.744206529301538,2.0,6,2,0,0,0,0,0,0,0,13.979785458149019,1,0,1,1,0,1,0,0,0,0,1,0,1,4
0,2.806139968212389,35.0,29,3,0,0,0,0,0,0,0,29.425929705058007,0,3,8,0,0,0,0,0,0,0,1,0,1,6
1,4.416220364504813,15.0,15,2,0,0,0,0,0,0,0,25.73618617003546,0,0,4,0,0,0,0,0,1,0,1,0,1,4
1,12.652452512325453,34.0,14,2,1,0,0,0,0,0,0,33.29804955085132,0,1,8,1,0,1,0,0,0,0,1,0,1,7
1,3.018292010581023,24.0,12,2,0,0,0,0,0,0,34,21.65901992618195,0,0,6,0,0,0,0,0,1,0,1,0,1,2
0,8.785274050665361,44.0,29,2,0,0,0,0,0,0,0,21.266886336889414,0,1,10,1,0,0,0,0,0,0,1,0,1,7
1,3.3959627154590866,14.0,28,2,1,0,0,0,0,0,0,15.71602244191845,0,2,3,1,0,0,0,0,0,0,1,0,1,5
0,9.6463904794882,29.0,19,2,0,0,0,0,0,0,0,13.590461706598923,1,1,7,1,0,1,0,0,0,0,1,0,1,7
0,15.185372361477969,19.0,12,2,0,0,0,0,0,0,0,24.843754764068088,1,1,5,1,0,0,0,0,0,0,1,0,1,2
1,13.744915326003248,23.0,1,3,0,0,0,0,0,0,0,19.44832844190907,0,0,6,0,0,0,0,0,0,0,1,0,1,5
1,2.0248233678056304,32.0,8,2,0,0,0,1,0,0,0,29.306418385229648,0,0,8,0,0,0,0,0,0,0,1,0,1,3
0,11.226219972156187,34.0,15,2,0,0,0,0,0,0,0,27.248032567398916,0,1,8,0,0,0,0,0,0,0,1,0,1,2
0,8.459959101775212,47.0,21,2,0,0,0,0,0,3,0,26.81002140039164,0,0,11,0,0,0,0,0,0,0,1,0,1,6
0,6.4628627174982025,28.0,14,2,0,0,0,0,0,0,0,27.977573934949945,0,1,7,1,0,1,0,0,0,0,1,0,1,7
0,13.999346726426793,43.0,20,3,0,0,0,0,0,0,0,23.076196957629524,0,3,10,0,0,0,0,0,0,0,1,0,1,4
0,12.255168251847204,3.0,13,2,0,0,0,0,0,1,0,22.249362476130038,0,0,1,0,0,0,1,0,0,0,1,0,1,2
0,8.288269153183975,41.0,4,2,0,0,0,0,0,0,0,27.639638450448885,0,3,10,0,0,0,0,0,0,0,1,0,1,5
0,9.934374487375575,24.0,14,2,0,0,0,0,1,2,0,29.02700125930258,0,2,6,0,0,0,0,0,0,0,1,0,1,2
0,14.229397884482172,4.0,25,1,0,0,0,0,0,0,0,31.422759676552722,0,0,1,1,0,0,0,0,0,0,1,0,1,2
0,0.7636625764984941,33.0,19,3,0,0,0,0,0,0,0,42.82879081020429,0,1,8,0,0,0,0,0,0,0,1,0,1,4
1,9.808385231035764,53.0,26,2,0,0,0,0,0,0,0,26.306812003607057,0,1,12,1,0,0,0,0,0,0,1,0,1,4
0,5.17783818809116,36.0,30,1,0,0,0,0,0,0,0,36.0765072894795,0,0,8,1,0,1,0,0,0,0,1,0,1,2
1,12.193269478773587,23.0,6,2,0,0,0,0,0,0,0,31.63012475516958,0,1,6,0,0,0,1,0,0,0,1,0,1,1
0,7.02957493111797,42.0,12,1,0,0,0,0,0,1,0,34.60692944126421,0,0,10,1,0,0,0,0,0,0,1,0,1,4
0,7.02957493111797,33.0,19,2,0,0,0,0,0,0,0,35.58084662658287,0,1,8,1,0,0,0,0,0,0,1,0,1,6
1,8.288269153183975,53.0,27,2,2,0,0,0,0,0,0,35.88309439194262,0,0,12,0,0,0,0,0,0,0,1,0,1,3
1,1.687801686107574,38.0,17,2,0,0,0,1,0,0,0,25.381383348123897,0,0,9,0,0,0,0,0,1,0,1,0,0,2
0,1.282752385709444,45.0,7,2,0,0,0,0,0,0,0,36.22153115756834,0,0,11,0,0,0,0,0,0,0,1,0,1,2
0,12.130726405904237,21.0,23,2,0,0,0,0,0,0,0,38.56743552690599,0,0,5,1,0,0,0,0,0,0,1,0,0,14
0,9.305818735561916,51.0,18,3,0,0,0,0,0,0,0,45.0271156266251,0,2,12,0,0,0,0,0,0,0,1,0,1,4
0,9.744206529301538,42.0,12,2,0,0,0,0,0,3,0,22.0471488179928,0,0,10,1,0,0,0,0,0,0,1,0,1,5
0,12.535952336131876,8.0,24,2,0,0,0,0,0,0,0,47.10171538580587,0,2,2,0,0,0,0,0,0,0,0,0,1,1
1,5.273456022148228,51.0,17,3,0,0,0,0,0,0,0,19.44832844190907,0,1,12,0,0,0,0,0,0,0,1,0,1,6
1,6.530038224779321,16.0,22,2,0,0,0,0,0,0,0,25.63004259517333,0,0,4,0,0,0,0,0,1,0,1,0,1,4
0,4.416220364504813,34.0,24,2,0,0,0,0,0,0,0,15.598956090909997,0,2,8,0,0,0,0,0,0,0,1,0,1,3
1,13.463373754029423,25.0,12,2,2,0,0,0,0,2,0,28.313162730136003,0,0,6,0,0,0,0,0,0,0,1,0,1,3
0,8.234602385944081,42.0,13,1,0,0,0,0,0,0,0,33.09989115267648,0,1,10,0,0,0,1,0,0,0,1,0,1,1
0,13.326548578434803,38.0,16,2,0,0,0,0,0,0,0,21.069269950708595,0,1,9,0,0,0,0,0,0,0,1,0,0,7
1,6.787688761265499,45.0,5,2,0,0,0,0,0,0,0,0.0,0,0,11,1,0,0,0,0,0,0,1,0,1,3
0,6.84954711990763,28.0,11,2,0,0,0,0,0,0,0,22.849817240022855,0,0,7,1,0,0,0,0,0,0,1,0,1,2
1,9.12628944367951,36.0,1,2,0,0,0,0,0,0,0,43.61082956585796,0,0,9,1,0,0,0,0,0,0,1,0,1,7
0,4.022299961174708,32.0,8,2,0,0,0,0,0,0,0,27.469771823436847,0,0,8,0,0,1,0,0,0,0,1,0,1,3
1,11.851852565878081,13.0,30,2,0,0,0,0,0,4,0,23.372340112810363,0,1,3,0,0,0,1,0,0,0,1,0,1,3
0,9.679206447460121,13.0,26,2,0,0,0,0,0,0,0,25.73618617003546,0,2,3,0,0,0,1,0,0,0,1,0,1,7
1,11.274980989180328,36.0,30,2,0,0,0,0,0,0,0,46.91536965472676,0,0,8,0,0,0,1,0,0,0,1,0,1,3
0,5.797226251319972,21.0,26,2,0,0,0,0,0,0,0,0.0,0,1,5,0,0,0,1,0,0,0,1,0,1,1
0,14.481027188745843,30.0,26,2,0,0,0,0,0,1,0,37.511801625291994,0,4,7,0,0,0,0,0,0,0,1,0,1,2
0,0.7636625764984941,37.0,6,2,0,0,0,0,0,0,0,26.2631721943794,1,2,9,1,0,0,0,0,0,0,0,0,1,7
0,12.575031109731901,38.0,12,2,0,0,0,0,0,0,0,27.102483677727196,0,0,9,0,0,0,0,0,0,0,1,0,1,2
1,10.177493660540604,17.0,20,2,0,0,0,0,0,0,187,23.77560184064098,0,0,4,0,0,0,0,0,0,0,1,0,1,4
0,3.7266689033837412,46.0,12,2,0,0,0,0,0,0,0,20.586611234557658,1,1,11,0,0,0,1,0,0,0,1,0,1,5
0,8.288269153183975,48.0,26,1,0,0,0,0,0,0,0,36.33730562823623,0,1,11,1,0,0,0,0,0,0,0,0,1,3
0,15.09276770228426,51.0,18,1,0,0,0,0,0,0,0,29.14224356881422,0,0,12,0,0,0,0,0,0,0,1,0,1,1
0,11.895620633521713,41.0,8,2,0,0,0,0,0,0,0,16.408537308020794,0,0,10,0,0,0,0,0,0,0,0,0,1,4
0,7.02957493111797,45.0,4,2,0,0,0,0,0,0,0,38.5632469355356,0,0,11,0,0,0,0,0,0,0,1,1,0,3
0,12.437151605554394,41.0,4,1,0,0,0,0,0,1,0,33.22953436356101,0,0,10,0,0,0,0,0,0,0,1,0,1,2
0,4.1594865588032786,7.0,15,2,0,0,0,0,0,0,0,11.123663582934668,1,0,2,1,0,0,0,0,0,0,1,0,1,2
1,8.196856185650551,1.0,2,2,0,0,0,0,0,0,0,20.064860176133376,0,0,1,0,0,0,1,0,0,0,1,0,1,4
0,5.17783818809116,25.0,16,2,0,0,0,0,0,0,0,40.96715880151932,0,1,6,0,0,1,0,0,0,0,1,0,1,3
1,9.410463408782904,40.0,3,2,0,0,0,1,0,0,0,28.25460150681995,0,0,10,0,0,0,0,0,0,0,1,0,1,3
0,11.052149196610875,34.0,16,1,0,0,0,0,0,0,0,30.20003376715995,0,0,8,0,0,0,0,0,0,0,1,0,1,3
0,3.7266689033837412,24.0,5,2,0,0,0,0,0,0,0,22.0471488179928,0,0,6,1,0,1,0,0,0,0,1,0,0,7
0,10.659665927567264,10.0,6,2,0,0,0,0,0,0,0,19.44832844190907,0,1,3,0,0,0,0,0,0,0,1,0,1,2
0,2.573793339064902,25.0,17,2,0,0,0,0,0,0,0,35.05158212918048,0,1,6,0,0,0,0,0,0,0,1,0,1,3
0,7.827918328824522,15.0,6,1,0,0,0,0,4,1,0,25.647750757703303,0,0,4,1,0,0,0,0,0,0,1,0,1,1
1,12.575031109731901,38.0,15,2,0,0,0,0,0,0,0,27.102483677727196,0,0,9,0,0,0,0,0,1,0,1,0,1,2
1,11.418798320977208,22.0,30,2,0,0,0,0,0,0,0,29.273626184124552,0,0,5,0,0,0,0,0,1,0,1,0,1,2
0,15.569256290556039,11.0,17,1,1,0,0,0,0,0,0,30.344798122237744,0,1,3,0,0,0,0,0,0,0,1,0,1,3
0,10.975854823770229,14.0,29,2,0,0,0,0,0,0,0,27.420396816066724,0,1,3,1,0,0,0,0,0,0,1,0,1,3
0,3.5663160241779055,39.0,23,2,0,0,0,0,0,0,0,22.00851194428141,1,1,9,1,0,0,0,0,0,0,1,0,1,1
0,11.371261927996736,40.0,2,1,0,0,0,0,0,0,0,11.953609114207554,0,0,10,0,0,0,0,0,0,0,0,0,1,2
1,10.43817575066021,45.0,2,2,0,0,0,0,0,0,60,31.23671093924134,0,0,11,0,0,1,0,0,1,0,1,0,1,2
1,10.846315097081128,50.0,8,1,0,0,0,0,0,0,0,37.27009753719919,0,2,12,0,0,0,0,0,0,0,1,0,1,3
0,4.1594865588032786,16.0,22,2,0,0,0,0,0,0,0,27.977573934949945,0,1,4,1,0,0,0,1,0,0,1,0,1,7
1,16.063262122566726,33.0,16,2,2,0,0,0,0,0,0,20.064860176133376,0,3,8,0,0,0,0,0,0,0,1,0,1,3
0,15.519233356206085,23.0,8,2,1,0,0,0,0,1,0,19.44832844190907,0,2,6,0,0,0,0,0,0,0,1,0,1,3
0,10.632471855529161,41.0,9,2,0,0,0,0,0,0,0,38.28760787746687,0,0,10,0,0,0,0,0,0,0,1,0,1,4
0,13.84147280079319,28.0,4,2,2,0,0,0,0,1,0,19.613807139016714,1,1,7,1,0,1,0,0,0,0,1,0,1,4
1,10.632471855529161,10.0,5,2,0,0,0,0,0,0,0,29.957858992661134,0,0,3,1,0,0,0,0,0,0,1,0,1,7
0,9.613359519495031,32.0,7,2,0,0,0,0,0,0,0,17.271890729766923,0,1,8,0,0,0,1,0,0,0,1,0,1,2
1,8.064057789223504,24.0,11,1,0,0,0,0,0,0,0,24.055749504796857,0,1,6,0,0,0,1,0,0,0,1,0,1,3
1,8.824392929897751,49.0,1,1,0,0,0,1,0,0,39,16.95101890646555,0,0,12,0,0,0,0,0,1,0,1,0,1,3
0,8.064057789223504,41.0,2,2,0,0,0,0,0,0,0,23.93249524277029,0,0,10,1,0,0,0,0,0,0,1,0,1,4
0,9.512942436775292,24.0,17,2,0,0,0,0,0,0,0,28.441751165324888,0,1,6,1,0,1,0,0,0,0,1,0,1,7
0,8.244028168660858,53.0,31,2,0,0,0,0,0,0,0,32.1916872350919,0,1,12,0,0,0,0,0,0,0,1,0,0,3
1,6.596064233701932,49.0,4,2,0,0,0,0,0,1,0,29.087948052065773,0,2,12,1,0,0,0,0,0,0,1,0,1,4
0,1.282752385709444,13.0,23,2,0,0,0,0,0,0,0,25.02370189748022,1,0,3,1,0,0,0,0,0,0,1,0,1,2
0,4.022299961174708,37.0,10,2,0,0,0,0,0,0,0,27.026963064135607,0,1,9,0,0,0,1,0,0,0,1,0,1,2
0,0.7636625764984941,13.0,23,2,0,0,0,0,0,0,0,15.71602244191845,0,1,3,0,0,0,0,0,0,0,1,0,1,3
1,9.01529502978179,46.0,10,2,0,0,0,0,0,0,0,27.65320167944142,0,0,11,1,0,0,0,0,0,0,1,0,1,5
0,7.5782200032074165,8.0,19,3,0,0,0,0,0,0,0,29.14224356881422,0,1,2,0,0,0,0,0,0,0,1,0,1,4
1,2.315973353614054,39.0,21,2,0,0,0,0,0,0,0,19.94241955267921,0,0,9,0,0,0,0,0,0,0,1,0,1,4
0,3.3959627154590866,37.0,8,2,0,0,0,0,0,0,0,20.570546109639135,0,2,9,0,0,0,0,0,0,0,1,0,0,5
1,6.4628627174982025,9.0,25,2,0,0,0,6,0,0,44,36.0765072894795,0,0,2,0,0,0,0,0,1,0,1,0,1,3
1,8.459959101775212,29.0,15,2,0,0,0,0,0,0,0,25.32256647582466,0,2,7,0,0,0,0,0,0,0,1,0,1,4
0,9.27043679550002,19.0,2,2,0,0,0,0,0,0,0,30.760771174259105,0,0,5,1,0,1,0,0,0,0,1,0,1,2
0,7.312949206941758,29.0,15,2,0,0,0,0,0,2,0,26.956481677879587,0,2,7,0,0,0,1,0,0,0,1,0,1,1
1,6.530038224779321,23.0,4,2,0,0,0,0,0,0,0,14.522381622437155,0,0,6,0,0,0,0,0,0,0,1,0,1,1
0,5.079406488266393,28.0,15,1,0,0,0,0,0,0,0,44.20452643176572,0,0,7,0,0,0,0,0,0,0,1,0,1,2
0,12.067522841352273,43.0,16,2,0,0,0,0,0,0,0,19.03110073311862,0,1,10,1,0,0,0,0,0,0,1,0,1,6
